


EB_History_1 	-->	 Ferg
sister_peg_checked_10 	-->	 Hume
sister_peg_checked_11 	-->	 Kames
sister_peg_checked_12 	-->	 Hume

100 MFW , culled @ 50%,  160 of 176	(90.9%)

General attributive success:  5199 of 5632 (92.3%)

MFWs from 100 to 1000 @ increment 100
Culling from 0 to 50 @ increment 10
Pronouns deleted: FALSE

